Epoch #	State	EMG Power 	EEG Power 	  Delta   	  Theta  	 Spindle 	  Sigma  	 Gamma  	  0-1Hz  	  1-2Hz  	  2-3Hz  	  3-4Hz  	  4-5Hz  	  5-6Hz  	  6-7Hz  	  7-8Hz  	  8-9Hz  	 9-10Hz  	10-11Hz 	11-12Hz 	12-13Hz 	13-14Hz 	14-15Hz 	15-16Hz 	16-17Hz 	17-18Hz 	18-19Hz 	19-20Hz 	20-21Hz 	21-22Hz 	22-23Hz 	23-24Hz 	24-25Hz	25-26Hz	26-27Hz	27-28Hz	28-29Hz	29-30Hz	30-31Hz	31-32Hz	32-33Hz	33-34Hz	34-35Hz	35-36Hz	36-37Hz	37-38Hz	38-39Hz	39-40Hz	40-41Hz	41-42Hz	42-43Hz	43-44Hz	44-45Hz	45-46Hz	46-47Hz	47-48Hz	48-49Hz	49-50Hz	50-51Hz	51-52Hz	52-53Hz	53-54Hz 	54-55Hz 	55-56Hz 	56-57Hz 	57-58Hz 	 58-59Hz 	 59-60Hz 	 60-61Hz 	 61-62Hz 	62-63Hz 	63-64Hz 	64-65Hz 	65-66Hz 	66-67Hz 	67-68Hz 	68-69Hz 	69-70Hz 	70-71Hz 	71-72Hz 	72-73Hz 	73-74Hz 	74-75Hz 	75-76Hz	76-77Hz	77-78Hz	78-79Hz	79-80Hz	80-81Hz	81-82Hz 	82-83Hz	83-84Hz	84-85Hz	85-86Hz	86-87Hz	87-88Hz	88-89Hz 	89-90Hz 	90-91Hz 	91-92Hz 	92-93Hz 	93-94Hz 	94-95Hz 	95-96Hz 	96-97Hz 	97-98Hz 	98-99Hz 	99-100Hz	
  21   	  1  	3930.6167 	4776.8568 	1471.1748 	1767.6989	1600.2177	581.2425 	152.3665	127.9654 	242.7288 	418.2859 	303.6547 	314.3252 	311.7879 	278.9617 	456.4632 	641.2436 	346.5858 	69.5267 	113.8172	135.3104	85.5063 	84.5761 	82.7055 	98.9319 	114.2258	46.5509 	63.1023 	40.7232 	45.5307 	24.6008 	27.1192 	32.4306	16.6646	14.059 	18.0798	10.5617	21.642 	11.911 	16.1283	13.6067	8.2043 	14.2873	11.8031	8.5141 	6.6661 	5.1946 	6.3827 	4.1467 	6.7139 	4.8389 	9.8692 	4.5667 	5.2173 	2.7715 	3.6219 	3.6578 	3.3809 	1.9462 	1.6969 	0.80166	0.46921 	0.54338 	0.24877 	0.12974 	0.095347	0.047982 	0.020727 	0.030678 	0.058661 	0.048118	 0.1443 	0.23306 	0.27272 	0.19193 	0.35312 	0.49535 	0.31841 	0.56318 	0.75405 	0.87808 	0.59316 	0.28191 	0.67334	0.77528	0.6045 	0.44563	0.40041	0.63626	0.72877 	0.97607	0.96172	1.1951 	0.74779	0.9043 	0.73198	0.61366 	0.68844 	 1.0042 	0.74356 	0.50817 	0.46194 	0.67633 	0.60412 	0.49324 	0.57698 	0.65599 	0.61815 	
  22   	  1  	4392.1161 	5140.8119 	2063.6354 	1725.4377	1241.8821	450.7205 	166.4034	501.6963 	624.3663 	 193.955 	377.8131 	 330.798 	 276.565 	531.3005 	458.0024 	 363.311 	279.5299 	144.7772	78.9303 	77.3966 	84.5408 	 83.685 	87.2562 	56.6972 	36.7795 	55.5967 	33.2861 	41.7874 	28.1816 	40.0305 	31.0752 	32.4424	26.1806	24.9446	12.5273	12.8285	9.4138 	17.1772	17.4058	14.899 	15.0832	14.1034	9.4348 	 8.085 	11.9287	7.2885 	7.8265 	6.9408 	7.7073 	4.7546 	6.2433 	2.2235 	5.1842 	2.6954 	1.5201 	2.9532 	1.8486 	1.4906 	 1.529 	0.57059	0.27741 	0.33526 	0.30113 	0.18416 	0.088035	0.029793 	0.024097 	0.039006 	0.061248 	0.059183	0.056319	0.17334 	0.26265 	0.24538 	0.22489 	0.44702 	0.48414 	0.66149 	0.49215 	 0.5513 	0.63687 	0.59857 	0.35135	0.68699	1.2876 	1.2201 	1.0445 	0.73811	 0.7894 	0.45161	0.67597	0.69451	0.90903	0.73144	1.0506 	0.82776 	0.58647 	0.56776 	0.43994 	0.72564 	0.74289 	0.65783 	0.30805 	 0.4971 	0.56285 	0.56125 	0.49131 	
  23   	  1  	4673.1721 	5202.6338 	1968.4017 	1775.2103	1407.7287	521.8545 	134.6722	248.0099 	402.9613 	 298.529 	363.3505 	500.4879 	 383.68  	442.1296 	518.2761 	416.0083 	333.7269 	105.8584	138.205 	111.8049	74.2712 	67.0453 	109.7194	84.6421 	59.5303 	67.7575 	40.3428 	44.1795 	41.4524 	34.8447 	12.2578 	36.026 	24.734 	19.3136	19.5464	16.2624	15.2789	13.3623	7.1355 	11.7563	13.0548	10.7164	11.9962	7.9403 	4.7242 	 7.999 	4.3872 	5.6193 	6.2791 	3.7421 	5.4064 	 5.085 	3.9027 	2.4181 	3.4269 	2.0267 	2.2361 	2.1863 	1.1239 	0.98326	0.42513 	0.38874 	0.27895 	0.15065 	0.069268	0.042291 	0.048555 	0.033201 	0.021261 	0.076984	0.080147	0.10856 	0.15437 	0.22679 	0.24414 	0.16607 	0.31664 	0.56884 	0.46222 	0.58275 	0.79882 	0.95931 	0.45804	0.74605	0.6997 	0.90428	0.68805	0.56779	0.37847 	0.34776	 1.225 	0.68408	0.87599	0.48574	0.75171	0.51684 	0.71967 	0.78269 	0.52438 	0.90759 	0.55019 	0.46778 	0.73109 	0.48434 	0.50002 	0.50204 	0.53649 	
  24   	  1  	4896.3998 	4761.9962 	2038.8533 	1225.8472	1381.683 	548.0795 	147.5908	196.7489 	285.8845 	496.1597 	406.9147 	 518.609 	343.3192 	 255.849 	185.5601 	371.2858 	288.6412 	237.7345	136.7912	120.7406	107.4186	37.1729 	51.1459 	68.0095 	61.1044 	 36.116 	42.4271 	45.8086 	 54.914 	73.2277 	39.5478 	27.4666	19.5135	18.3927	21.8254	13.181 	16.4127	20.8192	10.0995	10.0141	13.2928	 8.816 	10.2844	12.6144	10.2422	6.3368 	3.7982 	3.6983 	2.7309 	9.6217 	 4.589 	5.4509 	4.4006 	3.6003 	2.7434 	2.3658 	1.5632 	0.95075	0.66972	0.55615	0.36264 	0.36411 	 0.4292 	0.24109 	 0.1118 	0.040606 	0.021037 	0.039383 	0.047457 	0.053205	0.17491 	0.12842 	0.14182 	0.25097 	0.43756 	0.46903 	0.56087 	0.35965 	0.55985 	0.38166 	0.70365 	0.63094 	0.57813	0.68779	0.49922	0.75817	0.99957	0.7014 	0.65058 	0.83509	0.82572	0.72473	0.73489	0.90197	0.60179	0.71017 	 0.7012 	 0.6034 	0.86906 	0.86933 	0.62324 	 0.795  	 1.0626 	0.97733 	0.75637 	0.49316 	0.38979 	
  25   	  1  	7440.4484 	 5491.613 	2886.0421 	1460.3198	1308.7953	404.1896 	146.6156	406.3539 	668.4142 	451.0954 	888.2289 	383.2683 	265.5211 	233.5559 	338.8089 	558.6719 	264.0756 	120.947 	 74.972 	72.4204 	31.6177 	 82.566 	74.1753 	45.0935 	48.8612 	37.6258 	46.1589 	19.3052 	32.0034 	27.5002 	30.8507 	29.1264	18.3366	11.516 	15.8661	15.6118	15.7874	20.9543	11.0456	9.2677 	9.2942 	7.5766 	11.3755	8.2711 	4.9496 	7.4685 	11.4575	9.8432 	4.9745 	 5.726 	6.9323 	3.8736 	2.5817 	3.7872 	1.7838 	2.2506 	2.4724 	1.2056 	0.82677	1.1844 	0.46131 	0.32933 	0.29882 	0.078805	0.087346	 0.06338 	0.033079 	0.042494 	0.045046 	0.069768	0.11363 	0.15861 	0.22857 	0.45791 	0.41392 	0.58213 	0.44964 	0.56005 	0.39001 	0.72379 	0.70799 	 1.2054 	0.84715	0.7686 	0.41289	0.52788	0.50934	0.55233	0.59851 	0.7977 	0.88347	0.98632	0.81281	1.0407 	0.66155	0.57616 	0.57766 	0.53356 	 0.4578 	0.76358 	0.59544 	0.48037 	0.48033 	0.36304 	 0.9121 	0.70674 	 0.3904 	
  26   	  1  	10290.0236	 6348.273 	3021.6714 	1744.3046	1320.8053	372.9107 	158.3078	490.0132 	633.7516 	360.2103 	 323.934 	801.1357 	801.1343 	703.1413 	385.2003 	359.0208 	232.4297 	102.4414	182.3431	149.451 	92.0855 	100.4447	63.9157 	56.9536 	26.0646 	30.4197 	31.6732 	23.4533 	37.6138 	27.4601 	25.9767 	24.509 	13.4124	11.3851	22.7711	17.9913	14.9601	15.3374	13.3462	13.4872	8.1499 	 7.948 	9.8164 	11.6325	12.1762	11.3958	15.602 	5.2942 	4.4204 	4.8984 	4.8795 	2.7619 	2.9732 	5.3039 	2.3374 	2.9381 	2.6964 	1.7024 	1.0168 	0.88827	0.82019 	0.26165 	0.21044 	0.11673 	0.080019	0.057232 	0.026649 	0.048832 	0.077731 	 0.0885 	0.24321 	0.25462 	0.27936 	0.35249 	0.41692 	0.37541 	0.61698 	0.63602 	 0.3555 	0.37257 	0.66009 	0.81515 	0.51648	0.88759	1.0056 	1.1029 	0.92909	1.0297 	0.62888 	0.89521	0.62564	0.97145	1.1191 	0.95213	0.78554	0.61475 	0.37634 	0.92874 	0.94482 	0.96578 	0.67245 	0.53969 	0.65921 	0.70019 	0.75284 	0.94046 	 1.199  	
  27   	  1  	10911.0136	5174.2064 	 2321.284 	1500.7119	1419.5779	 415.474 	160.2683	417.6927 	706.0867 	361.6066 	429.1761 	376.3956 	336.9029 	193.5682 	344.0066 	562.6773 	265.7445 	180.1099	82.9442 	123.4216	68.2453 	72.6052 	47.7821 	37.4079 	57.6426 	33.5451 	 34.798 	30.6543 	37.6166 	17.0834 	31.3801 	23.7524	14.603 	22.5507	25.1359	18.9532	17.9791	19.5007	16.1709	16.9925	8.5744 	8.6923 	9.9295 	6.3295 	6.3677 	6.8509 	10.4009	9.8205 	7.4321 	8.1787 	4.5787 	2.8091 	3.5589 	 3.726 	 2.869 	3.3933 	3.0587 	1.8057 	0.64213	0.6441 	0.66513 	0.47707 	0.22719 	0.16966 	0.062521	0.027509 	0.020287 	0.033268 	0.047276 	0.073918	0.079372	0.25377 	0.27881 	0.22545 	0.25231 	0.59988 	0.50093 	0.48849 	0.48366 	0.97607 	0.86997 	0.97264 	0.89944	0.64715	0.63703	0.5634 	0.7335 	0.77862	  1.38  	0.87724	0.57415	0.92264	0.89947	0.73036	0.85758	0.41978 	 1.0504 	0.64957 	0.58277 	0.68614 	0.69576 	0.79354 	0.67528 	0.81374 	0.46064 	0.90101 	0.52271 	
  28   	  1  	13740.9968	6470.7974 	3351.6476 	1539.817 	1432.1659	505.0652 	137.9722	270.4812 	 449.175 	596.4882 	507.0533 	1343.5733	478.9651 	350.7311 	394.8729 	449.2722 	220.4175 	192.2299	176.7101	117.9588	121.3243	51.3218 	64.2753 	72.3752 	55.3201 	48.9183 	31.0536 	13.7314 	27.3902 	40.4369 	31.5843 	34.0461	45.5187	33.1918	22.4262	28.1977	14.7175	14.6346	12.5747	8.2839 	 8.334 	11.7508	9.8278 	12.6502	4.8857 	10.2373	4.5981 	 8.14  	 4.909 	6.0361 	2.5027 	5.9894 	3.8441 	2.6027 	 1.705 	1.7447 	 1.925 	1.3036 	0.93051	1.5929 	 0.457  	0.65366 	0.41087 	0.14057 	0.11897 	0.056141 	0.025398 	0.024025 	0.031778 	0.070918	0.13684 	0.19538 	0.31967 	0.31058 	0.28008 	0.56195 	0.38123 	0.43677 	0.97081 	0.88715 	 1.0202 	 1.8895 	0.97081	0.7461 	0.79319	0.77498	1.0132 	0.85823	 1.3933 	1.2585 	0.48772	0.56175	0.96095	1.1744 	0.86208	 1.0047 	0.74664 	0.87496 	0.87008 	 1.5364 	 1.146  	0.55263 	0.68393 	0.59361 	0.39593 	0.61714 	 1.1207 	
  29   	  1  	13034.0898	4626.0655 	1827.4947 	1605.8913	 915.976 	426.3847 	131.3454	219.2669 	514.8665 	314.5847 	389.5696 	304.8206 	323.0111 	 559.081 	522.3632 	347.2156 	123.4502 	81.3111 	69.9741 	 79.837 	77.9722 	65.5322 	41.4621 	47.8724 	30.1839 	73.0207 	56.2139 	 28.915 	37.9386 	18.0054 	26.5396 	 17.06 	19.729 	15.4126	12.2539	20.4715	13.1372	13.199 	12.6577	9.8819 	6.9429 	12.4936	9.3547 	8.1871 	7.5991 	4.9298 	7.2454 	4.9804 	3.8871 	4.1413 	4.7666 	 4.873 	5.7271 	3.8066 	1.1578 	3.0742 	1.6501 	2.0941 	1.2729 	0.64518	0.54596 	0.55503 	0.39232 	0.21541 	0.12159 	0.037499 	0.034549 	0.053113 	0.061998 	0.050724	0.11701 	0.16954 	0.20065 	0.37235 	0.32164 	0.46859 	0.65407 	0.39903 	 0.6112 	0.40538 	0.72986 	0.72104 	1.0706 	0.87666	0.79055	1.1879 	1.4069 	0.7026 	 0.7515 	0.87393	0.84666	0.98439	0.93313	0.49735	0.98059	0.40202 	0.80527 	0.54694 	0.77925 	0.82991 	0.52235 	 0.6269 	0.67908 	0.76172 	 0.8676 	0.47321 	0.43708 	
  30   	  1  	8741.1734 	4593.0091 	1916.1877 	1281.2208	1558.9577	420.6459 	153.2582	308.5299 	573.4767 	 510.491 	277.1165 	 205.346 	185.5083 	123.4221 	271.3157 	394.2343 	411.7501 	215.3162	161.7149	113.2637	83.4727 	97.4971 	 61.278 	39.0872 	29.6222 	 55.541 	37.7668 	53.8976 	46.5632 	23.3065 	24.3504 	16.6296	15.9247	13.7016	25.0854	10.3295	15.5658	23.0875	10.9667	 9.817 	14.5544	9.3455 	11.5867	8.9868 	5.1872 	10.4835	8.2932 	7.0952 	3.6516 	5.8694 	5.1983 	3.7605 	2.9321 	3.3102 	3.8399 	2.5791 	2.1943 	1.1146 	1.2334 	0.90892	0.41455 	0.41037 	0.24647 	0.13182 	0.10594 	0.033816 	0.018665 	0.043724 	0.042025 	0.034951	0.095847	0.20083 	0.13685 	0.20829 	0.32828 	0.20278 	0.35951 	0.34152 	 0.3174 	0.74136 	0.60114 	0.53473 	0.6772 	0.87043	0.7114 	0.78835	0.58855	 0.849 	 1.0212 	0.55144	0.84937	0.88654	0.60983	0.85737	0.97385	 0.6183 	0.48909 	0.87269 	 1.311  	0.82286 	0.83896 	 1.0547 	0.83573 	0.56686 	0.65841 	 0.5341 	0.48527 	
  31   	  1  	14369.8019	3545.8709 	1416.7218 	1095.9623	1040.8103	358.6138 	139.9526	242.2055 	239.9239 	449.7053 	223.6271 	186.8687 	235.9632 	205.8153 	208.1605 	 412.578 	214.0713 	81.6705 	84.8573 	83.9544 	44.7226 	 54.315 	43.3571 	 43.383 	47.9758 	37.4298 	33.0017 	27.9312 	16.7676 	26.2466 	19.1269 	15.8467	28.9137	19.8396	11.4347	15.1475	11.9615	8.7431 	 9.843 	9.0068 	12.1299	13.7249	11.8284	10.0071	7.0125 	6.5829 	6.8767 	6.6952 	3.9238 	4.3833 	7.1143 	5.8976 	2.7754 	4.1282 	 2.254 	2.2556 	3.3722 	2.2823 	1.4796 	1.2043 	0.62004 	0.36616 	0.38976 	0.12251 	0.10025 	0.088752 	 0.03421 	0.034871 	0.021654 	0.078596	0.065686	0.14549 	 0.3552 	0.24524 	0.27669 	0.56857 	0.33105 	0.35779 	0.43952 	0.69312 	0.66679 	0.46231 	0.85451	1.1616 	1.0034 	0.62257	0.99973	0.65838	0.43026 	0.68406	1.0129 	0.85451	0.98302	0.84261	0.94038	0.91781 	0.71012 	0.54127 	0.55596 	 0.479  	0.46408 	0.78462 	0.47244 	0.49466 	 0.8643 	0.58836 	0.70859 	
  32   	  1  	11953.4624	5354.4932 	2659.4323 	1414.9866	970.4666 	451.7217 	140.361 	428.4311 	521.7443 	476.4591 	639.3691 	430.5438 	442.1289 	243.4323 	603.7896 	295.0292 	181.7272 	161.3161	 44.923 	81.5462 	 73.763 	54.0355 	52.5681 	62.7067 	57.2052 	41.0809 	37.4006 	37.5228 	19.4118 	28.5665 	16.4677 	26.772 	33.4737	25.6154	35.8521	12.6479	10.9765	 9.802 	13.7095	9.1348 	14.9782	10.8118	10.9396	7.9984 	10.2127	7.4691 	7.3566 	5.5038 	3.9919 	5.1739 	3.0459 	5.7962 	 5.449 	2.1765 	1.7713 	2.3017 	1.7013 	1.6911 	0.60045	0.62303	0.60651 	0.41608 	0.21126 	0.23707 	0.061931	0.030548 	0.019507 	0.043438 	 0.05039 	0.091685	0.12771 	0.13789 	0.25863 	0.19362 	0.33923 	0.61032 	0.32529 	0.34133 	0.37198 	 0.746  	0.91289 	0.87364 	0.51388	0.70776	0.97741	0.87185	1.0212 	 0.852 	 1.1052 	1.0458 	0.64343	1.0872 	0.77221	0.54801	1.0057 	0.91787 	0.40005 	 0.4827 	0.74872 	0.41446 	0.86497 	0.55667 	 0.3882 	0.42346 	0.63237 	0.42584 	0.71966 	
  33   	  1  	9671.6324 	5447.0489 	2034.3585 	1986.4858	1355.2332	492.8707 	138.7193	330.7395 	423.6873 	600.8954 	408.8435 	257.2357 	360.1895 	652.1183 	417.3906 	482.8476 	326.4582 	136.6208	80.0566 	104.7187	71.1901 	65.4469 	63.2467 	56.5773 	53.3614 	37.3916 	66.0802 	36.0769 	36.5864 	35.0558 	33.7352 	31.6444	24.6782	26.4935	18.4528	14.5815	17.0664	12.8045	11.0976	15.5745	5.3217 	8.5951 	12.9649	9.1796 	7.5534 	 6.28  	8.1909 	7.1463 	 7.188 	5.1743 	4.2192 	3.8422 	3.5045 	 2.947 	2.8977 	1.9833 	1.8288 	1.3939 	1.1109 	0.4428 	0.55366 	0.41336 	 0.4957 	0.088018	 0.1156 	0.070224 	0.026524 	0.051829 	0.030861 	0.071388	0.13217 	0.15763 	0.29801 	0.19163 	0.17661 	0.20119 	0.35154 	0.65185 	0.94642 	0.63693 	0.46263 	0.46631 	0.50786	0.40515	0.75589	 1.007 	0.57495	 1.044 	0.81911 	0.76362	1.0707 	0.93543	0.69065	0.96337	1.1112 	0.71778 	0.60592 	0.77967 	0.76012 	0.57565 	0.70142 	0.71172 	0.59013 	0.53443 	0.48464 	0.61668 	 0.498  	
  34   	  1  	15265.3131	 5607.812 	2597.8241 	1507.8919	1363.0718	441.1892 	155.0668	 273.201 	314.4161 	552.1765 	582.7443 	711.2987 	499.1933 	426.2457 	279.8677 	425.2252 	 258.895 	191.0041	144.0566	105.3479	65.9676 	 85.977 	58.2819 	46.9905 	59.0808 	44.4251 	36.4786 	27.2221 	31.1703 	18.6049 	31.9202 	45.2667	26.6884	13.664 	20.2637	22.1077	14.4839	12.1539	14.4756	18.7862	16.3182	7.9754 	15.247 	10.1597	 4.998 	4.4584 	3.8936 	8.5249 	8.2035 	 4.543 	4.9914 	5.5538 	4.2257 	3.2827 	1.9477 	 2.886 	 1.504 	1.7314 	0.74937	0.69581	0.62962 	0.45925 	0.23961 	0.14012 	0.071795	0.062014 	0.018171 	0.044629 	0.021923 	0.078893	 0.1722 	0.16543 	 0.2085 	0.19856 	 0.2927 	0.40088 	0.49118 	0.62562 	0.48974 	 0.6231 	0.57754 	0.78193 	0.61074	0.90143	1.1889 	1.0121 	0.68388	0.62424	 1.0172 	1.1412 	0.5313 	0.50755	1.1045 	0.5866 	0.79632	0.73813 	0.81575 	0.48035 	0.63105 	0.58256 	0.85741 	 1.0322 	0.76896 	0.78618 	0.51239 	0.76804 	0.37055 	
  35   	  1  	14526.6749	6080.4953 	2579.8859 	2012.8536	1329.9238	 395.434 	148.4796	243.1835 	665.9461 	578.4672 	607.9629 	318.6578 	532.0906 	816.9495 	416.9649 	421.1114 	284.9371 	167.2662	125.5345	 92.644 	80.3574 	98.6728 	42.4818 	42.3188 	51.3697 	34.9285 	50.0007 	30.8186 	44.8656 	33.7154 	 15.767 	9.6604 	21.4261	15.1224	12.8438	12.7431	10.4821	18.4177	13.061 	9.3304 	10.3411	12.2158	8.8856 	5.3925 	8.9617 	8.3773 	 5.503 	10.4899	7.8679 	6.1668 	5.4345 	6.9443 	2.8963 	1.9277 	1.9218 	1.8578 	1.8122 	 1.53  	0.96713	1.0254 	0.50131 	0.59381 	0.29899 	0.11102 	0.059517	0.037416 	0.017872 	0.025614 	0.039923 	0.054861	0.14303 	0.15143 	0.18902 	0.27785 	0.30994 	0.43949 	0.87163 	0.62391 	0.43955 	 1.115  	 1.3712 	0.84044 	1.1793 	0.8854 	1.0887 	1.0563 	2.1976 	1.2537 	 1.2041 	0.98833	1.2336 	1.2849 	1.0745 	0.57693	1.0149 	0.96141 	0.95066 	0.86009 	0.81822 	 1.1168 	 0.5035 	 1.2855 	0.66718 	 0.7627 	0.68602 	 1.2491 	 1.4273 	
  36   	  1  	9032.9981 	5435.9831 	 2858.36  	1554.5945	1482.4849	286.4834 	120.8041	509.3823 	699.3499 	897.1117 	241.5541 	 555.184 	 211.838 	144.0585 	271.6807 	664.3664 	386.4364 	141.8283	36.5751 	99.5943 	44.7308 	58.5086 	34.4233 	28.8105 	34.1001 	24.7182 	23.5435 	 23.485 	20.3995 	13.1715 	25.3751 	14.7327	17.724 	21.4312	9.3069 	19.0452	7.1677 	7.8963 	11.6594	8.2142 	12.2956	 5.555 	9.9907 	10.5256	5.9564 	8.4804 	5.4747 	3.9513 	4.9792 	3.9029 	4.4074 	2.8258 	3.1924 	3.0866 	3.1074 	3.0513 	1.5878 	1.2942 	0.56583	1.0972 	0.84725 	0.26223 	0.21632 	0.10092 	0.10979 	 0.03281 	0.015286 	0.025615 	0.038015 	0.081078	0.13994 	0.16454 	0.28007 	0.16846 	0.16174 	0.49354 	0.44253 	0.25491 	0.33055 	0.38736 	0.80117 	0.84463 	0.35342	0.42996	0.56405	0.6095 	0.70399	0.67193	0.42777 	0.67023	1.0555 	0.95066	0.49956	0.34375	0.81231	0.73885 	 0.6353 	0.41878 	 1.1879 	 1.2876 	 0.3578 	0.64025 	0.82438 	0.66824 	0.62191 	0.44542 	 0.6023 	
  37   	  1  	7313.5523 	5297.3061 	2174.3506 	1621.6912	1701.7937	448.0941 	140.2976	595.6204 	460.5803 	371.5661 	349.5941 	401.0612 	264.2592 	159.4519 	398.3758 	284.9798 	 590.25  	329.2857	187.273 	73.3053 	 62.078 	77.8796 	72.7098 	47.8542 	61.6827 	34.4512 	34.1865 	38.6881 	34.9922 	33.5287 	30.7627 	27.4055	25.6736	13.7739	19.0252	20.6805	17.5256	15.4998	15.9699	11.3271	7.6815 	5.3725 	6.6185 	21.4573	11.9341	 9.04  	6.9267 	4.0794 	4.1954 	4.2974 	1.9408 	2.7818 	2.3154 	2.1949 	2.6767 	1.0892 	2.0535 	1.8108 	1.8806 	0.73649	0.51334 	0.52776 	0.21522 	0.22401 	0.10562 	0.030048 	0.025295 	0.026965 	0.043418 	0.065763	0.063324	0.17902 	0.14929 	0.34942 	0.27067 	0.41688 	0.57591 	0.88511 	0.19225 	0.65012 	 1.1969 	0.70227 	0.72474	0.52696	0.76133	0.93906	0.67499	0.73398	0.58127 	0.68818	0.76513	0.6433 	0.5051 	0.80017	0.22924	0.84038 	0.77523 	0.78467 	0.67061 	 0.5637 	0.29436 	0.39769 	0.68809 	0.53807 	0.66195 	0.58731 	0.64524 	
  38   	  1  	14087.6578	5509.9418 	2104.9582 	1953.5967	1445.7629	456.2289 	165.0682	385.3507 	500.5488 	255.6175 	 444.926 	386.1194 	358.5972 	492.2432 	615.5404 	272.1062 	435.4307 	241.1755	73.6729 	133.8162	106.1746	56.9557 	103.5791	46.5249 	55.8607 	 29.924 	59.9633 	34.6974 	 25.927 	30.7302 	27.4025 	27.4569	33.023 	24.4225	20.696 	16.3262	15.9716	17.6401	19.1892	13.7092	9.9116 	16.7758	5.0477 	11.6855	10.5537	8.7047 	11.167 	 5.406 	3.9366 	4.9895 	4.2517 	5.1905 	3.2409 	5.8008 	2.8888 	1.9744 	2.3411 	1.0045 	0.96727	0.56105	0.38736 	0.50334 	0.23575 	0.16683 	0.14049 	0.026402 	0.020715 	 0.01779 	0.043863 	0.050131	0.10673 	0.19146 	0.19778 	0.13942 	0.29438 	0.18036 	0.24224 	0.28023 	0.57327 	0.63453 	0.31078 	0.62009 	0.35185	0.59898	0.53339	0.83176	1.1877 	0.47026	0.48458 	0.3429 	0.52296	0.92962	0.75488	0.51567	0.97156	 1.1545 	0.75235 	 1.2166 	0.87658 	0.75833 	0.43415 	0.52023 	0.60518 	 0.4098 	0.64765 	0.74301 	0.34434 	
  39   	  1  	16782.1795	5684.3464 	2313.4726 	2122.1132	1327.6476	383.2767 	131.513 	346.9872 	433.5515 	496.9324 	398.1779 	512.1133 	315.6629 	649.3624 	659.4124 	448.6436 	 256.907 	160.5914	81.1871 	133.8853	130.4523	64.2351 	 39.475 	32.0286 	50.9838 	43.4566 	41.2788 	40.7611 	40.3806 	19.2367 	24.0622 	18.7605	17.6149	9.9673 	17.9067	11.2617	9.6568 	12.0401	12.8901	10.3033	11.2012	9.8281 	 8.744 	6.7934 	8.6702 	8.6476 	6.2823 	5.0171 	6.0814 	5.8345 	3.9022 	3.4015 	3.3287 	2.4633 	1.6494 	 2.101 	1.4666 	 1.784 	0.86385	0.48313	0.82782 	0.55572 	0.27561 	0.24258 	0.076573	 0.04727 	 0.02606 	0.022498 	0.037107 	0.056704	0.17823 	0.22721 	0.25444 	0.23877 	 0.3912 	0.76059 	 0.4415 	0.52584 	0.50897 	0.52233 	0.67733 	 1.1738 	0.82736	1.0743 	0.90711	0.73559	 1.163 	1.3708 	0.65365 	0.82687	0.81671	1.2029 	0.68376	0.94138	0.86468	0.98621 	0.75999 	 1.2028 	0.95835 	0.94464 	 0.9243 	0.72107 	 0.658  	 0.4746 	0.52614 	0.89964 	 1.2932 	
  40   	  1  	14320.1096	4665.1662 	2061.0596 	1318.8952	1245.1543	405.4665 	151.6777	402.8178 	555.8808 	463.9531 	395.6319 	203.4449 	243.7015 	272.8736 	322.6234 	392.0247 	249.9525 	123.8908	87.4347 	142.4472	73.7592 	94.6858 	47.0185 	69.5584 	43.5025 	52.6599 	31.0957 	28.3411 	20.1982 	15.7838 	18.6712 	24.7635	31.5862	10.2193	23.929 	18.0759	 12.08 	13.5156	16.4489	7.8704 	16.3058	15.4589	12.5638	10.2372	9.6659 	8.7331 	4.8138 	5.2373 	6.9701 	3.9892 	2.6138 	5.8771 	3.5528 	3.3936 	 1.46  	0.8026 	1.4837 	1.1369 	0.96026	1.0199 	0.97769 	0.34414 	0.21286 	 0.247  	0.13932 	0.029589 	0.029068 	0.042031 	0.055585 	0.077991	0.088827	0.20074 	0.36267 	0.23828 	0.29755 	 0.3134 	0.42252 	0.38133 	 0.3462 	0.29378 	 0.4582 	0.68258 	0.65317	0.6106 	0.94822	0.80044	0.63579	0.79692	0.62971 	0.84108	1.0859 	0.82641	0.3465 	0.97605	0.68277	0.57947 	0.99305 	0.90124 	0.79474 	 1.2588 	0.45767 	0.55682 	0.68585 	 1.0424 	 1.2105 	0.94164 	0.56759 	
